,name,year,nationality,width,height,mean_hue,mean_saturation,mean_brightness
1115,queen-elizabeth-i,1816,British,415.0,544.0,0.21835577844303078,0.6363315195694402,0.2366233098483901
1116,queen-elizabeth-i,1816,British,264.0,325.0,0.1551707555259091,0.23975766603264834,0.64945820192879
1117,queen-elizabeth-i,1816,British,506.0,800.0,0.10284907923620985,0.26320935527822176,0.4762114140122452
1118,elizabeth-i-the-pelican-portrait,1575,British,392.0,544.0,0.2200002312224227,0.26933142087255896,0.3575408104418238
1119,robert-dudley-1st-earl-of-leicester,1576,British,264.0,318.0,0.23178697613303803,0.21597057392711186,0.596566572121511
1120,francis-bacon-viscount-st-alban,1578,British,260.0,325.0,0.2441322470019593,0.18204066325918078,0.5669261863325212
1121,sir-francis-drake,1581,British,264.0,318.0,0.246174151512662,0.1467008216169774,0.5611401659958819
1122,sir-walter-ralegh,1585,British,250.0,325.0,0.16122980435790518,0.22310668166651315,0.6470506184012066
1123,george-clifford-3rd-earl-of-cumberland,1588,British,207.0,325.0,0.17501199629706116,0.19998646824291472,0.6794088646978672
1124,george-clifford-3rd-earl-of-cumberland,1588,British,535.0,800.0,0.16897442916291455,0.09856430350473262,0.6541249037932934
1125,george-clifford-3rd-earl-of-cumberland,1811,British,207.0,325.0,0.17501199629706116,0.19998646824291472,0.6794088646978672
1126,george-clifford-3rd-earl-of-cumberland,1811,British,535.0,800.0,0.16897442916291455,0.09856430350473262,0.6541249037932934
1127,sir-christopher-hatton,1588,British,250.0,325.0,0.28543050288261024,0.24447785159499053,0.5204333755656109
1128,mary-herbert-countess-of-pembroke,1590,British,264.0,263.0,0.2148975701130956,0.17865181540016561,0.6411112918493819
1129,elizabeth-i,1592,British,396.0,544.0,0.12030013304473484,0.5002058781743505,0.3115325508545665
1130,a-young-man-leaning-against-a-tree-amongst-roses,1595,British,290.0,517.0,0.2182812856674099,0.26922690319215103,0.3492808800969863
1131,robert-carr-earl-of-somerset,1611,British,225.0,325.0,0.14712535091009715,0.22776806717180398,0.6513598123009888
1132,christopher-wise-mayor-of-totnes,,British,376.0,544.0,0.22417817573676319,0.26325374345516905,0.30803549243539724
1133,madonna-and-child,1585,Italian,1054.0,1600.0,0.07977305678012973,0.2932150270556358,0.3980812381404173
1134,saint-catherine-of-alexandria-presumed-self-portrait,1589,Italian,391.0,480.0,0.5184542526406669,0.4564044157135232,0.38314720090934923
1135,virgin-and-child-with-saint,1595,Italian,389.0,463.0,0.19096864752664577,0.4941113384232828,0.5700045408736876
1136,dama-con-l-unicorno,1605,Italian,351.0,480.0,0.1115339193571822,0.28712958609017575,0.392693075805821
1137,madonna-adoring-the-child,1605,Italian,836.0,1024.0,0.18256573530575562,0.2616240971225332,0.3798913513521437
1138,portrait-of-abraham-van-der-doort,,British,800.0,978.0,0.23736756050351654,0.39281635635067247,0.21379427302618395
1139,prinz-rupprecht-von-der-pfalz,1643,British,911.0,1324.0,0.10350557940730186,0.22890780761176027,0.6103417016552426
1140,portrait-of-edward-hyde,,British,768.0,1024.0,0.2166608533488511,0.4584457759194984,0.32847188313802084
1141,portrait-of-richard-neville,,British,800.0,1020.0,0.43630545562486805,0.4936808909950191,0.28724656382160707
1142,richard-lovelace,,British,795.0,950.0,0.26481925473180334,0.16160995134992498,0.21473173796496428
1143,portrait-of-henry-stone-with-his-son,,British,637.0,800.0,0.15705349054042655,0.45768374173511445,0.21460922830670726
1144,portrait-of-richard-fanshawe,,British,434.0,544.0,0.28367793361220345,0.3130848156474919,0.26602159839267775
1145,the-painter-with-charles-cottrell-and-balthasar-gerbier,,British,700.0,550.0,0.0818777276609051,0.5499329252576807,0.29890405907817674
1146,king-charles-ii,1675,British,587.0,800.0,0.21529502876240467,0.1007168100186989,0.5764412098740691
1147,king-charles-ii,1675,British,559.0,685.0,0.14242958428739488,0.26133018214681575,0.3150272279236702
1148,king-charles-ii,1675,British,582.0,800.0,0.12464953945352825,0.16157813142044825,0.6066604170877974
1149,king-charles-ii,,British,587.0,800.0,0.21529502876240467,0.1007168100186989,0.5764412098740691
1150,king-charles-ii,,British,559.0,685.0,0.14242958428739488,0.26133018214681575,0.3150272279236702
1151,king-charles-ii,,British,582.0,800.0,0.12464953945352825,0.16157813142044825,0.6066604170877974
1152,king-charles-ii,1816,British,587.0,800.0,0.21529502876240467,0.1007168100186989,0.5764412098740691
1153,king-charles-ii,1816,British,559.0,685.0,0.14242958428739488,0.26133018214681575,0.3150272279236702
1154,king-charles-ii,1816,British,582.0,800.0,0.12464953945352825,0.16157813142044825,0.6066604170877974
1155,king-charles-ii,1840,British,587.0,800.0,0.21529502876240467,0.1007168100186989,0.5764412098740691
1156,king-charles-ii,1840,British,559.0,685.0,0.14242958428739488,0.26133018214681575,0.3150272279236702
1157,king-charles-ii,1840,British,582.0,800.0,0.12464953945352825,0.16157813142044825,0.6066604170877974
1158,portrait-of-a-young-girl,1681,British,900.0,1125.0,0.11903791635754096,0.4379955047541272,0.5471594403292179
1159,portrait-of-a-young-girl,1708,Italian,900.0,1125.0,0.11903791635754096,0.4379955047541272,0.5471594403292179
1160,james-bertie,1648,British,411.0,685.0,0.47075200772635245,0.17401629340175673,0.25439536824906317
1161,sir-john-boys,1660,British,566.0,685.0,0.09858012368160522,0.5929963449254054,0.22298015345004685
1162,anne-weston,,British,683.0,800.0,0.20879935760161886,0.27824734684351893,0.3206718054718227
1163,anne-morice-of-wirrington,,British,800.0,704.0,0.10310474923590707,0.6528164857618391,0.30873344891934046
1164,sir-john-pole,1666,British,581.0,800.0,0.09048639563678443,0.6857325682956693,0.20240556343019134
1165,james-scott,1670,British,539.0,685.0,0.24846434047302324,0.2940225653273912,0.13755330931310816
1166,james-scott,1670,British,400.0,685.0,0.19107302095688936,0.5567426056603868,0.09470638328324028
1167,james-scott,,British,539.0,685.0,0.24846434047302324,0.2940225653273912,0.13755330931310816
1168,james-scott,,British,400.0,685.0,0.19107302095688936,0.5567426056603868,0.09470638328324028
1169,james-drummond,,British,805.0,944.0,0.14905422271797375,0.4597560497820666,0.3855951452062036
1170,peter-ball,1671,British,665.0,800.0,0.2705340481541207,0.2570840422035626,0.325010275689223
1171,anne-rider-sister-of-john-smith-speaker-of-the-house-of-commons,1675,British,798.0,944.0,0.20888498762572139,0.4427020408228046,0.2213807564357887
1172,sir-john-sherard,,British,506.0,800.0,0.3258795802895097,0.24367692250643727,0.34425887390529336
1173,elizabeth-kirkley,1680,British,615.0,800.0,0.12026509318568845,0.5490038362610122,0.2855456081619639
1174,john-somers,1680,British,836.0,944.0,0.34745239772049535,0.42885493974899946,0.2694715196515717
1175,sir-edward-waldo,1680,British,557.0,685.0,0.11606421212364201,0.5101812650947406,0.19570077181038184
1176,sir-william-massingberd,1680,British,673.0,800.0,0.41301730522015456,0.1665657893755509,0.22235349474113567
1177,thomas-gale,1680,British,660.0,800.0,0.327889356688906,0.2662634641538316,0.13521744652406417
1178,william-chiffinch,1680,British,568.0,685.0,0.08843981808768152,0.5697115127913053,0.23598232734031202
1179,william-chiffinch,1680,British,783.0,944.0,0.5213810823838438,0.46045735861242765,0.18484748500348253
1180,william-chiffinch,,British,568.0,685.0,0.08843981808768152,0.5697115127913053,0.23598232734031202
1181,william-chiffinch,,British,783.0,944.0,0.5213810823838438,0.46045735861242765,0.18484748500348253
1182,a-scullion-of-christ-church,1682,British,490.0,800.0,0.17150626014088313,0.3566594180679771,0.17571728691476596
1183,elias-ashmole,1682,British,779.0,944.0,0.38852478479015906,0.26292133627677244,0.18091424272326367
1184,elias-ashmole,1682,British,766.0,944.0,0.22110762310917828,0.5146011671214725,0.19379756726339695
1185,elias-ashmole,1687,British,779.0,944.0,0.38852478479015906,0.26292133627677244,0.18091424272326367
1186,elias-ashmole,1687,British,766.0,944.0,0.22110762310917828,0.5146011671214725,0.19379756726339695
1187,francis-north-1st-baron-guilford,1682,British,652.0,800.0,0.3041357740212094,0.7964528937946013,0.18694013893901112
1188,mary-morice-of-wirrington,1682,British,612.0,800.0,0.10027910942540125,0.7169642971877316,0.2248504421376393
1189,alice-sherard,1685,British,499.0,800.0,0.468581744449417,0.16035918156366621,0.26539436716570397
1190,charles-fanshawe-4th-viscount-fanshawe-of-dromore,1685,British,744.0,944.0,0.19684530851629095,0.3044018015945802,0.3116730397963815
1191,dorothy-mason-lady-brownlow,1685,British,471.0,800.0,0.5378898930605529,0.23014125412295344,0.2864910807210358
1192,elizabeth-mulso,1685,British,619.0,800.0,0.1554405105177071,0.6293528150871928,0.1918468275840223
1193,john-dolben,1685,British,646.0,800.0,0.1801106943295574,0.606619597862856,0.10267580282887147
1194,sir-john-brownlow,1685,British,453.0,800.0,0.4433602841371738,0.1842698164022017,0.22304927931437477
1195,sir-william-brownlow,1685,British,477.0,800.0,0.5026029105453085,0.205831911681174,0.2908552431454763
1196,sir-josiah-child-bt,,British,676.0,800.0,0.22045653776874088,0.6007483689646163,0.38475518476621423
1197,thomas-sprat,1687,British,578.0,944.0,0.3801355350827271,0.2527715210072257,0.20266849394147435
1198,robert-boyle,1689,British,640.0,800.0,0.11020737435453135,0.5368518573864586,0.17182361366421567
1199,barbara-bellasis,1690,British,627.0,800.0,0.16430045388873554,0.5163689372681582,0.23931969071520146
1200,henry-compton,1690,British,768.0,944.0,0.277898018028186,0.16472372056227916,0.1950408648187382
1201,james-sotheby,1690,British,656.0,800.0,0.5214416387420167,0.36816335766828073,0.150037631516021
1202,mary-lake,1690,British,643.0,800.0,0.33762540946426295,0.17936763494446553,0.2723627832159302
1203,portrait-of-a-man-in-armour,1690,British,617.0,800.0,0.09226681047619202,0.4292829815867656,0.3680245574729082
1204,sarah,1690,British,760.0,944.0,0.29674070270264,0.21709793694803486,0.220215892891501
1205,sir-john-powell,1690,British,695.0,800.0,0.10001802403064004,0.7012206852709365,0.2896797009451262
1206,sir-christopher-musgrave,1691,British,562.0,685.0,0.16953158488859552,0.314070164220449,0.21614229170900506
1207,thomas-marsham-of-stratton-strawless,1860,British,777.0,944.0,0.16169029014444788,0.7877921006727395,0.3160288653558843
1208,catherine-of-braganza-queen-consort-of-charles-ii,,British,555.0,685.0,0.12511734401942098,0.37785354166747936,0.34865727728587326
1209,catherine-vernon-mrs-george-vernon-of-sudbury,,British,695.0,800.0,0.33218545874032296,0.20209799756651092,0.3074508816476231
1210,charles-ii,,British,764.0,944.0,0.10291788868849074,0.43886721096941245,0.29163867472625754
1211,charles-ii-1,,British,782.0,944.0,0.28312074770029694,0.16072330430539342,0.34185380771581236
1212,colin-3rd-earl-of-balcarres,,British,740.0,944.0,0.0923682820669779,0.6123055895602367,0.2885553867676251
1213,duke-of-york,,British,767.0,944.0,0.12551253709083426,0.7242100823862699,0.28963310524749103
1214,frances-russell,,British,556.0,685.0,0.4711157069925968,0.3541161439882532,0.27168839767172953
1215,henry-somerset,,British,557.0,800.0,0.18546498230244288,0.3532684851287203,0.36676577956137574
1216,henry-st-john,,British,548.0,685.0,0.13332754971572586,0.5588989278969164,0.2323938618017403
1217,james-duke-of-york-later-king-james-ii,,British,781.0,944.0,0.3382227706144258,0.17432302006849196,0.34257611820960515
1218,john-dryden,,British,674.0,944.0,0.10745543802681426,0.5456481228995794,0.24657652906759442
1219,john-morris,,British,795.0,944.0,0.4226255547050439,0.32429049425519985,0.2618235022396124
1220,joseph-cox,,British,751.0,944.0,0.15397924242251562,0.26345027155519446,0.4336825575205144
1221,mrs-joseph-cox-n-e-elizabeth-macro,,British,760.0,944.0,0.14996134684993734,0.28659879832547036,0.43051958160605913
1222,nathaniel-lord-crewe,,British,594.0,685.0,0.338374110653933,0.2327180126645415,0.2992268951622037
1223,prince-maurice-of-nassau-prince-of-orange,,British,627.0,800.0,0.14601437618863486,0.4413488251461532,0.24544477280545401
1224,portrait-of-an-unknown-lady,,British,621.0,800.0,0.1242751139023785,0.3639913145315813,0.36792028196141585
1225,probably-sir-edward-blackett,,British,618.0,800.0,0.10187293027037413,0.5414700579556249,0.21776401580049495
1226,richard-busby,,British,641.0,800.0,0.2575156511665689,0.28633225419461905,0.13080258327980174
1227,richard-oxenden,,British,674.0,800.0,0.2587611396074243,0.2314059896811123,0.27102549165066614
1228,richard-oxenden-1,,British,675.0,800.0,0.2213937927185334,0.37507318605884565,0.3711052069716776
1229,robert-sanderson,,British,673.0,800.0,0.14299845384912185,0.3147479234311559,0.25409067534889146
1230,sir-christopher-wren,,British,662.0,800.0,0.13611372170200683,0.4160037915145657,0.24033725786387064
1231,sir-harbottle-grimston-speaker,,British,672.0,944.0,0.17284747050541555,0.6145529229783632,0.20007844151078522
1232,sir-john-carew,,British,585.0,800.0,0.0711951599683197,0.7764364403417483,0.284563432210491
1233,sir-john-moore,,British,751.0,944.0,0.2730685167240133,0.39913089058837037,0.21772250934723572
1234,sir-john-moore,,British,630.0,800.0,0.17710296875369375,0.18254559397442327,0.41344768129474
1235,sir-john-moore,,British,751.0,944.0,0.2730685167240133,0.39913089058837037,0.21772250934723572
1236,sir-john-moore,,British,630.0,800.0,0.17710296875369375,0.18254559397442327,0.41344768129474
1237,sir-john-moore,1809,British,751.0,944.0,0.2730685167240133,0.39913089058837037,0.21772250934723572
1238,sir-john-moore,1809,British,630.0,800.0,0.17710296875369375,0.18254559397442327,0.41344768129474
1239,sir-josiah-child-bt-mp,,British,758.0,944.0,0.16644624433587188,0.394389504167982,0.19238990920817145
1240,sir-peyton-ventris,,British,640.0,800.0,0.36061488046813167,0.39862904675152894,0.2482365579044118
1241,sir-robert-clayton,,British,756.0,944.0,0.22507730037265158,0.3368892254226171,0.19764734126544523
1242,sir-robert-eyre,,British,544.0,685.0,0.0778895804222887,0.7166900308732581,0.3294829788935754
1243,sir-samuel-eyre,,British,562.0,685.0,0.08540046133839276,0.7283510835308176,0.3218865131838641
1244,sir-thomas-vernon-of-twickenham-park,,British,673.0,800.0,0.1987917249193302,0.2221546625998353,0.3266715467762142
1245,thomas-otway,,British,640.0,800.0,0.18856803513397674,0.2856223290517965,0.16345071231617647
1246,william-gregory,,British,783.0,944.0,0.11296705758755991,0.6476841389251223,0.2920758265858024
1247,william-russell,,British,703.0,944.0,0.08222547113509251,0.5561738418685956,0.361743993954599
1248,william-lord-maxwell,,British,740.0,944.0,0.10425336656962622,0.580088963102384,0.32051239861496594
1249,self-portrait-holding-a-portrait-of-her-sister,1709,Italian,1000.0,1213.0,0.09199358195126012,0.4322289790622937,0.44138410358372543
1250,allegory-of-music,1712,Italian,955.0,1068.0,0.2537869182450987,0.31186556780248675,0.4250945403555073
1251,portrait-of-louis-xv-as-dauphin,1715,Italian,648.0,846.0,0.1324031294673823,0.4543691140899278,0.3792721082537442
1252,portrait-of-philip-wharton-1st-duke-of-wharton,1720,Italian,386.0,480.0,0.208469043587827,0.306153935044129,0.5049670451081988
1253,portrait-of-antoine-watteau,1721,Italian,374.0,500.0,0.14299951867492844,0.3612196738166141,0.3474554681765754
1254,young-girl-holding-a-monkey,1721,Italian,900.0,1183.0,0.2684715852659539,0.2995794440492199,0.35467432416753697
1255,sidney-beauclerk,1723,Italian,798.0,1023.0,0.6794850064142112,0.07989292322268436,0.4009559434207392
1256,the-singer-faustina-bordoni-with-a-musical-score,1724,Italian,753.0,1024.0,0.2728476090416688,0.267788749564619,0.47632936391688163
1257,a-gentleman-in-a-gold-patterned-coat-and-violet-brown-cape,1727,Italian,795.0,1024.0,0.22579086734326967,0.3196080861422094,0.33792269777407813
1258,elector-clemens-augustus-of-cologne,1727,Italian,777.0,1024.0,0.25188425381471796,0.2162262793607263,0.40719422481830575
1259,portrait-of-the-french-consul-jean-le-blond,1727,Italian,1000.0,1276.0,0.08864267983489914,0.4347984155256844,0.29543572438379734
1260,a-tyrolean-innkeeper,1728,Italian,832.0,1024.0,0.29074830500607185,0.35986382204629563,0.3297345329733456
1261,lady-in-a-turkish-costume-felicita-sartori,1728,Italian,786.0,1024.0,0.6041176941066937,0.13528450494168728,0.45125219547504125
1262,maria-theresa-archduchess-of-habsburg,1730,Italian,781.0,1024.0,0.3600853843480359,0.37059180001822833,0.38658288299314614
1263,young-cavalier,1730,Italian,726.0,848.0,0.08704559050063049,0.3291180066487736,0.5227375090324086
1264,portrait-of-gustavus-hamilton-2nd-viscount-boyne-in-masquerade-costume,1731,Italian,842.0,1024.0,0.32867740468609863,0.24926139403492945,0.38546468747089097
1265,self-portrait-as-winter,1731,Italian,732.0,1024.0,0.4344518927135681,0.26333845997004235,0.4124879930840166
1266,cardinal-melchior-de-polignac,1732,Italian,1000.0,1280.0,0.597786413362804,0.2920472838890601,0.3159905208333333
1267,portrait-of-sister-maria-caterina,1734,Italian,750.0,964.0,0.7196231167062204,0.1871865190054702,0.26918225802077395
1268,a-venetian-lady-from-the-house-of-barbarigo-caterina-sagredo-barbarigo,1735,Italian,793.0,1023.0,0.4030042378958513,0.36259246757742086,0.3956985235051619
1269,crown-prince-friedrich-christian-of-saxony,1739,Italian,802.0,1024.0,0.246430983757863,0.3017525739918063,0.22941541768281495
1270,portrait-of-a-gentleman-in-red,1739,Italian,850.0,1018.0,0.5221078591740799,0.41821987074079453,0.29711586823565667
1271,young-child-of-the-le-blond-family,1740,Italian,699.0,938.0,0.09983960160535335,0.2106253620663112,0.5197878079337984
1272,sir-james-gray-second-baronet,1744,Italian,817.0,1024.0,0.2362356304656133,0.22917093341146558,0.31427174363855087
1273,africa,,Italian,796.0,1024.0,0.3307208986389727,0.19255297164861446,0.4094798055842939
1274,female-portrait-with-mask,,Italian,647.0,800.0,0.25972613206283374,0.2883976070069849,0.5790546261781374
1275,four-seasons,,Italian,439.0,500.0,0.33583643724547285,0.20540885942802847,0.4352142748671222
1276,portrait-of-caterina-sagredo-barbarigo,,Italian,550.0,720.0,0.12748347445093985,0.1685170387063429,0.4294418300653595
1277,portrait-of-fran-oise-marie-de-bourbon-duchess-of-orl-ans-and-wife-of-the-regent-of-france-as,,Italian,433.0,569.0,0.2169969646338713,0.1911160263001728,0.7107379436917454
1278,self-portrait-1,,Italian,361.0,500.0,0.10888548068415019,0.43435977694911687,0.46297676389115194
1279,self-portrait-1,,British,361.0,500.0,0.10888548068415019,0.43435977694911687,0.46297676389115194
1280,self-portrait-1,,British,361.0,500.0,0.10888548068415019,0.43435977694911687,0.46297676389115194
1281,portrait-of-agnes-murray-kynnynmond,,British,481.0,674.0,0.1021785521805285,0.4667196301803743,0.4792104388718109
1282,portrait-of-sir-john-hynde-cotton-3rd-bt,,British,805.0,1019.0,0.300822947198368,0.3622276002655065,0.2530328627589621
1283,miss-craigie,1741,British,1600.0,1935.0,0.12366987163775854,0.3971949790163752,0.4015799716268937
1284,portrait-of-archibald-campbell-3rd-duke-of-argyll-1,,British,540.0,677.0,0.181348572404131,0.3996395313674741,0.16217085072444645
1285,john-manners-marquess-of-granby,1745,British,584.0,699.0,0.36820671623558177,0.28564654299608294,0.32755674907978366
1286,john-manners-marquess-of-granby,1745,British,337.0,450.0,0.128394789191127,0.3179625991720791,0.48263506655547156
1287,john-manners-marquess-of-granby,1765,British,584.0,699.0,0.36820671623558177,0.28564654299608294,0.32755674907978366
1288,john-manners-marquess-of-granby,1765,British,337.0,450.0,0.128394789191127,0.3179625991720791,0.48263506655547156
1289,norman-the-red-man-22nd-chief-of-macleod,,British,450.0,741.0,0.1362183880272276,0.6569906477813343,0.5914680450077767
1290,portrait-of-a-naval-officer,,British,695.0,835.0,0.4992616052577626,0.2287104776471525,0.19153645311999787
1291,portrait-of-janet-dick,,British,553.0,657.0,0.08298845633556261,0.4666143975474443,0.3448507129572828
1292,portrait-of-archibald-campbell-3rd-duke-of-argyll,,British,475.0,735.0,0.09307323784432348,0.4138554811159448,0.24125755284569966
1293,john-campbell-4th-earl-of-loudoun,,British,539.0,642.0,0.2591019600406616,0.3102441959874883,0.21975463649067678
1294,john-reid,,British,1600.0,1938.0,0.2188816477143149,0.3727827952451188,0.16819205543414495
1295,nude-study-of-a-striding-man-with-stone-sling,,British,1061.0,1604.0,0.0,0.0,0.6236031587605249
1296,general-sir-james-abercromby-also-spelled-abercrombie,,British,430.0,531.0,0.4566171731371528,0.4018571866406965,0.491670896011363
1297,portrait-of-augusta-of-saxe-gotha-princess-of-wales-1,,British,1649.0,2225.0,0.522791622724282,0.4374700708109438,0.2689640339615792
1298,portrait-of-dr-william-hunter,,British,539.0,668.0,0.13833153804640447,0.7283444826737763,0.3312335277061286
1299,portrait-of-elizabeth-gunning-duchess-of-argyll,,British,783.0,1000.0,0.6399035473971183,0.4887964648315382,0.5866477449728293
1300,lady-susan-fox-strangways,1761,British,342.0,454.0,0.2645189872710022,0.36690262789224465,0.41323907000520793
1301,portrait-of-mary-atkins-mrs-martin,,British,2024.0,2491.0,0.29529801203580147,0.7356962725411519,0.3482584105850112
1302,charlotte-sophia-of-mecklenburg-strelitz,1762,British,1315.0,1835.0,0.17617526388301574,0.37483770414354783,0.4535283338726857
1303,portrait-of-martha-countess-of-elgin,,British,545.0,660.0,0.095941760249821,0.4896212044356585,0.45207204260631123
1304,portrait-of-queen-charlotte,1762,British,1579.0,2000.0,0.11894169694168623,0.5067874072940585,0.35648220516832424
1305,portrait-of-queen-charlotte,1762,British,508.0,766.0,0.3029928189935106,0.515971669593012,0.35427113856582715
1306,portrait-of-queen-charlotte,1762,British,514.0,767.0,0.17506802292381576,0.48156536724196825,0.4695135584964153
1307,portrait-of-queen-charlotte,,British,1579.0,2000.0,0.11894169694168623,0.5067874072940585,0.35648220516832424
1308,portrait-of-queen-charlotte,,British,508.0,766.0,0.3029928189935106,0.515971669593012,0.35427113856582715
1309,portrait-of-queen-charlotte,,British,514.0,767.0,0.17506802292381576,0.48156536724196825,0.4695135584964153
1310,portrait-of-queen-charlotte,1781,British,1579.0,2000.0,0.11894169694168623,0.5067874072940585,0.35648220516832424
1311,portrait-of-queen-charlotte,1781,British,508.0,766.0,0.3029928189935106,0.515971669593012,0.35427113856582715
1312,portrait-of-queen-charlotte,1781,British,514.0,767.0,0.17506802292381576,0.48156536724196825,0.4695135584964153
1313,portrait-of-anne-brown,,British,554.0,658.0,0.0811111205060764,0.491529343294836,0.4092512817401328
1314,portrait-of-anne-bruce-mrs-bruce-of-arnot,,British,551.0,665.0,0.08467175980488827,0.495556952582756,0.29243006095360113
1315,queen-charlotte-with-her-two-children,,British,745.0,1160.0,0.12069672552524603,0.30174268050196357,0.37915661770378123
1316,lady-holland,1766,British,548.0,455.0,0.40785958049558957,0.23664472260413555,0.35643373800952155
1317,portrait-of-david-hume,,British,825.0,1000.0,0.24217706709710987,0.2227429169841322,0.3194432703505644
1318,jean-jacques-rousseau,,British,1576.0,1882.0,0.2912480382296702,0.3476369052657753,0.35924233943187517
1319,prince-george-augustus-of-mecklenburg-strelitz,,British,815.0,1050.0,0.47101965693450004,0.1827792199526406,0.23261659935958015
1320,portrait-of-augusta-of-saxe-gotha-princess-of-wales,,British,918.0,1492.0,0.27423870937515993,0.5186021529725056,0.34744944687413715
1321,george-iii,,British,700.0,1096.0,0.07225407443838497,0.369439060492353,0.23273978715573818
1322,george-iii,,British,601.0,944.0,0.29322649603195855,0.318810393288762,0.3322670438490409
1323,george-iii,,British,625.0,944.0,0.3920815047298015,0.2760492921084057,0.21099213692256563
1324,george-iii,,British,700.0,1096.0,0.07225407443838497,0.369439060492353,0.23273978715573818
1325,george-iii,,British,601.0,944.0,0.29322649603195855,0.318810393288762,0.3322670438490409
1326,george-iii,,British,625.0,944.0,0.3920815047298015,0.2760492921084057,0.21099213692256563
1327,george-iii,1792,British,700.0,1096.0,0.07225407443838497,0.369439060492353,0.23273978715573818
1328,george-iii,1792,British,601.0,944.0,0.29322649603195855,0.318810393288762,0.3322670438490409
1329,george-iii,1792,British,625.0,944.0,0.3920815047298015,0.2760492921084057,0.21099213692256563
1330,george-iii,1821,British,700.0,1096.0,0.07225407443838497,0.369439060492353,0.23273978715573818
1331,george-iii,1821,British,601.0,944.0,0.29322649603195855,0.318810393288762,0.3322670438490409
1332,george-iii,1821,British,625.0,944.0,0.3920815047298015,0.2760492921084057,0.21099213692256563
1333,hon-mary-townshend-the-daughter-of-charles-townshend-2nd-viscount-townshend-of-raynham-and,,British,329.0,400.0,0.13926362336119827,0.27783709619957325,0.38715754812563324
1334,mary-digges-1737-1829-lady-robert-manners,,British,531.0,649.0,0.25797065620339743,0.2484421956239938,0.5511520565849107
1335,philip-dormer-stanhope-4th-earl-of-chesterfield,,British,2400.0,2865.0,0.3403957938879478,0.37400479797185887,0.2446833441695471
1336,portrait-of-jean-abercromby-mrs-morison,,British,831.0,1000.0,0.09814959210457169,0.6219182265294587,0.38004356669262157
1337,portrait-of-king-george-iii,,British,778.0,900.0,0.09146855525233888,0.4286865691757231,0.31560701984307005
1338,portrait-of-sophia-charlotte-of-mecklenburg-strelitz-wife-of-king-george-iii,,British,789.0,1026.0,0.16074035596879846,0.15438610995109986,0.5517055137463984
1339,portrait-of-william-colyear-viscount-milsington,,British,581.0,735.0,0.4211603411779855,0.5699805120015151,0.30433341437550343
1340,queen-charlotte,,British,1738.0,2635.0,0.19410975398636737,0.28400635263692237,0.36535333340783194
1341,queen-charlotte,,British,577.0,944.0,0.21611657064585074,0.22595380025816236,0.35373722132274465
1342,queen-charlotte,1793,British,1738.0,2635.0,0.19410975398636737,0.28400635263692237,0.36535333340783194
1343,queen-charlotte,1793,British,577.0,944.0,0.21611657064585074,0.22595380025816236,0.35373722132274465
1344,robert-wood,,British,2400.0,3222.0,0.09138793336946058,0.5288134845895021,0.26575341605709113
1345,sir-andrew-mitchell,,British,2400.0,3006.0,0.37335414575061215,0.5429746163013948,0.20096088813658083
1346,the-painter-s-wife-margaret-lindsay,,British,2024.0,2457.0,0.10304559132159194,0.27488122520845326,0.31809241798585386
1347,king-george-iii,,British,744.0,1218.0,0.37803325978333774,0.6064841278289569,0.45512530002731527
1348,king-george-iii,,British,2812.0,3849.0,0.1201337553909654,0.4714006145548469,0.3662925708369944
1349,king-george-iii,,British,568.0,800.0,0.13887287099365417,0.13224370997890347,0.5778946682546258
1350,king-george-iii,1781,British,744.0,1218.0,0.37803325978333774,0.6064841278289569,0.45512530002731527
1351,king-george-iii,1781,British,2812.0,3849.0,0.1201337553909654,0.4714006145548469,0.3662925708369944
1352,king-george-iii,1781,British,568.0,800.0,0.13887287099365417,0.13224370997890347,0.5778946682546258
1353,king-george-iii,,British,744.0,1218.0,0.37803325978333774,0.6064841278289569,0.45512530002731527
1354,king-george-iii,,British,2812.0,3849.0,0.1201337553909654,0.4714006145548469,0.3662925708369944
1355,king-george-iii,,British,568.0,800.0,0.13887287099365417,0.13224370997890347,0.5778946682546258
1356,king-george-iii,1820,British,744.0,1218.0,0.37803325978333774,0.6064841278289569,0.45512530002731527
1357,king-george-iii,1820,British,2812.0,3849.0,0.1201337553909654,0.4714006145548469,0.3662925708369944
1358,king-george-iii,1820,British,568.0,800.0,0.13887287099365417,0.13224370997890347,0.5778946682546258
1359,self-portrait-2,,British,1387.0,2250.0,0.39421484337738694,0.041054930596646395,0.6666521440138982
1360,clotworthy-skeffington-later-1st-earl-of-massereene,1746,British,625.0,800.0,0.2771503506849945,0.23536111089830689,0.16577840000000005
1361,the-eliot-family,,British,700.0,533.0,0.4031755000883603,0.3955028289777309,0.25066155843200316
1362,captain-the-honourable-george-edgcumbe,,British,560.0,712.0,0.12579695413750522,0.319784747017235,0.28534739598086417
1363,man-in-a-brown-coat,,British,600.0,746.0,0.3791975331546171,0.3425503894632295,0.2027905868334823
1364,paul-henry-ourry,,British,552.0,700.0,0.38933177371998895,0.29110668975769993,0.16047112613161202
1365,thomas-and-martha-neate-with-tutor,,British,700.0,674.0,0.11674698565791602,0.42040469932029306,0.2768721625148576
