name,year,nationality,width,height,mean_hue,mean_saturation,mean_brightness
portrait-of-alexander-chelishchev,,Russian,3218,4000,0.3752376579802618,0.12530263995215984,0.20306489355220075
portrait-of-alexei-davydov,1809,Russian,876,1119,0.8297306467816156,0.43877694151796565,0.2847479471097672
portrait-of-colonel-evgraf-v-davydov,1809,Russian,1700,2370,0.21034016337294073,0.41810919592805285,0.304470916249349
portrait-of-countess-ekaterina-petrovna-rostopchina,1809,Russian,1400,1753,0.5108012175095408,0.3745347622895181,0.2685830405179755
portrait-of-feodor-rostopchin,1809,Russian,930,1180,0.4248740249155586,0.18408902654558637,0.2523043986320608
portrait-of-feodor-rostopchin,1809,Russian,489,703,0.19000270815108183,0.17626743926191046,0.7409989449648323
portrait-of-feodor-rostopchin,1822,Russian,930,1180,0.4248740249155586,0.18408902654558637,0.2523043986320608
portrait-of-feodor-rostopchin,1822,Russian,489,703,0.19000270815108183,0.17626743926191046,0.7409989449648323
portrait-of-kusov-aleksey-ivanovich,1809,Russian,578,707,0.7108145247554182,0.2991630539395718,0.2570106750432538
portrait-of-vasily-alekseevich-perovsky,1809,Russian,832,1134,0.569848335954031,0.3274244458527803,0.39325056411453485
athena,1810,Russian,938,1134,0.0,0.0,0.7327549151224892
barbara-ushakova,1810,Russian,391,369,0.3960773121667915,0.0475905812016356,0.8480772751160639
landscape-with-a-river-on-a-moonlit-night,1810,Russian,800,694,0.0,0.0,0.617867689438888
landscape-with-a-well,1810,Russian,808,641,0.0,0.0,0.7663479381341824
landscape-with-barge-haulers,1810,Russian,784,638,0.27896200815189975,0.22523087244168538,0.5657438445597673
landscape-with-fisherman,1810,Russian,806,643,0.0,0.0,0.8306221694864828
portrait-of-gurko,1811,Russian,452,550,0.1130425307624971,0.4085278362959615,0.505694982095815
portrait-of-ivan-alexeevich-gagarin,1811,Russian,776,907,0.15546544745113172,0.4815417851620871,0.43451244715483583
portrait-of-ivan-petrovich-wolfe,1811,Russian,432,550,0.23440428384201228,0.0855828651224468,0.7206291014722389
portrait-of-nicholas-semenovich-mosolov,1811,Russian,553,638,0.5127258981718636,0.337223831481351,0.31930315557039046
portrait-of-prince-georgy-petrovich-oldenburgsky,1811,Russian,768,947,0.46725590863585015,0.38713668321845823,0.3553637411053828
portrait-of-a-boy,1812,Russian,853,1135,0.2939779465492771,0.23379657407890297,0.4925117909231232
portrait-of-a-boy,1812,Russian,1805,2410,0.13447468543909588,0.2841164071804697,0.34506499835138293
portrait-of-a-boy,1819,Russian,853,1135,0.2939779465492771,0.23379657407890297,0.4925117909231232
portrait-of-a-boy,1819,Russian,1805,2410,0.13447468543909588,0.2841164071804697,0.34506499835138293
portrait-of-a-military-doctor,1812,Russian,535,698,0.0,0.0,0.7259498879754351
portrait-of-sergei-nikiforovich-marin,1812,Russian,739,871,0.24450050499066328,0.4114606904490313,0.4346724791779624
portrait-of-soldier,1812,Russian,548,696,0.0,0.0,0.6209111975606585
portrait-of-a-kalmyk-woman-bayausta,1813,Russian,873,1119,0.14463949030905282,0.3231040273929758,0.6955420115321502
portrait-of-a-p-bakunin,1813,Russian,768,960,0.1827365532139056,0.19892284627595785,0.5107096354166666
portrait-of-a-p-lansky,1813,Russian,504,638,0.0,0.0,0.5856196100871557
portrait-of-a-tamilov,1813,Russian,892,1134,0.0,0.0,0.6467092921429215
portrait-of-a-tamilov,1813,Russian,869,1131,0.519265437052644,0.4453172887163179,0.3774890862882234
portrait-of-a-tamilov,1813,Russian,604,830,0.2112885393684046,0.42718371066667826,0.2899427941606708
portrait-of-a-tamilov,1828,Russian,892,1134,0.0,0.0,0.6467092921429215
portrait-of-a-tamilov,1828,Russian,869,1131,0.519265437052644,0.4453172887163179,0.3774890862882234
portrait-of-a-tamilov,1828,Russian,604,830,0.2112885393684046,0.42718371066667826,0.2899427941606708
portrait-of-a-tamilov,,Russian,892,1134,0.0,0.0,0.6467092921429215
portrait-of-a-tamilov,,Russian,869,1131,0.519265437052644,0.4453172887163179,0.3774890862882234
portrait-of-a-tamilov,,Russian,604,830,0.2112885393684046,0.42718371066667826,0.2899427941606708
portrait-of-alexei-nikolaevich-olenin,1813,Russian,1067,880,0.049521519653953384,0.012343242796488935,0.6374051599850984
portrait-of-an-officer,1813,Russian,507,651,0.19343020201176964,0.19644905919871766,0.7736088365485532
portrait-of-elizabeth-olenina,1813,Russian,762,900,0.3955467833355332,0.04772668594761277,0.6080970042143427
portrait-of-general-chaplits,1813,Russian,792,1000,0.0,0.0,0.7064837046939989
portrait-of-giulio-litta,1813,Russian,562,683,0.3526855644730211,0.4022715756340212,0.3199793973747438
portrait-of-m-lansky,1813,Russian,563,707,0.4063355821640844,0.14504780616103233,0.5772932052373559
portrait-of-mrs-vallo,1813,Russian,528,699,0.5830739379824411,0.20740298686660594,0.43264025426358155
portrait-of-n-kochubey,1813,Russian,1000,1260,0.44117811956906605,0.2151502339569502,0.4734881823840652
portrait-of-nikita-mikhailovich-muraviev,1813,Russian,540,702,0.0,0.0,0.45838730300603936
portrait-of-nikita-mikhailovich-muraviev,1813,Russian,626,800,0.3647019738560905,0.03144633413686197,0.6729048032951197
portrait-of-nikita-mikhailovich-muraviev,1815,Russian,540,702,0.0,0.0,0.45838730300603936
portrait-of-nikita-mikhailovich-muraviev,1815,Russian,626,800,0.3647019738560905,0.03144633413686197,0.6729048032951197
portrait-of-nikita-muraviev,1813,Russian,651,880,0.1594189374187556,0.13417130026308835,0.3793102822751779
portrait-of-pyotr-olenin,1813,Russian,1400,1935,0.3260981112161328,0.234773608104153,0.254863020143458
portrait-of-sergei-uvarov,1813,Russian,637,800,0.3079302808369724,0.3817807085396602,0.5049123341644349
portrait-of-sergei-uvarov,1813,Russian,1400,1836,0.47631234792327976,0.23233181278706835,0.33891960051994663
portrait-of-sergei-uvarov,1816,Russian,637,800,0.3079302808369724,0.3817807085396602,0.5049123341644349
portrait-of-sergei-uvarov,1816,Russian,1400,1836,0.47631234792327976,0.23233181278706835,0.33891960051994663
portrait-of-varvara-andreyevna-tomilova,1813,Russian,557,704,0.17951917394718817,0.22401497619451222,0.7664712322826961
a-large-griffonnage,1814,Russian,793,640,0.15225467723459504,0.2660902595560655,0.8818931814529091
griffonnage,1814,Russian,827,640,0.12228096636651406,0.2774048356393032,0.8733463439789456
griffonnage,1814,Russian,510,698,0.14467196392077228,0.2063257484460024,0.8823353922725334
griffonnage,,Russian,827,640,0.12228096636651406,0.2774048356393032,0.8733463439789456
griffonnage,,Russian,510,698,0.14467196392077228,0.2063257484460024,0.8823353922725334
gurko-v-d-female-portrait,1814,Russian,460,550,0.0,0.0,0.5613083778966131
peasant-boy,1814,Russian,790,909,0.11557983522222355,0.14272352193931648,0.8831474614326656
peasant-boy,1814,Russian,684,1000,0.3074939531752252,0.2107742099141878,0.6068796009631924
peasant-boy,,Russian,790,909,0.11557983522222355,0.14272352193931648,0.8831474614326656
peasant-boy,,Russian,684,1000,0.3074939531752252,0.2107742099141878,0.6068796009631924
peasant-boy-andryushka,1814,Russian,511,710,0.0,0.0,0.7512161769975212
peasant-boy-moska,1814,Russian,768,906,0.13575618396726677,0.1461717358912407,0.679675269896406
peasant-boy-petrushka-melancholic,1814,Russian,543,700,0.0,0.0,0.8284834847382784
portrait-ivan-dmitrevsky,1814,Russian,521,701,0.17906196415400263,0.1179373638540611,0.7320941051485831
portrait-of-a-i-molchanova-with-daughter,1814,Russian,1400,1730,0.48250482448166415,0.3704433245220142,0.4420403118472824
portrait-of-alexander-varnek,1814,Russian,469,697,0.0,0.0,0.7712561698698194
portrait-of-darya-nikolaevna-chvostova,1814,Russian,1800,2233,0.25423244565824593,0.31339127530686317,0.32387446863106095
portrait-of-great-prince-nikolay-pavlovich,1814,Russian,465,550,0.749553560540377,0.26110727052814625,0.25506527897571535
portrait-of-ivan-dmitrevsky,1814,Russian,511,700,0.1990603842373829,0.16836783386393922,0.7875427979410944
portrait-of-v-s-khvostov,1814,Russian,776,947,0.11262122250145766,0.44225990119864517,0.263406896631218
portrait-caricature-of-giacomo-quarenghi,1814,Russian,535,637,0.0,0.0,0.7265918531323386
family-portrait,1815,Russian,908,1138,0.0,0.0,0.6744065296426631
portrait-of-a-dmitriyev-mamonov,1815,Russian,414,550,0.11322536796769339,0.3339304358935953,0.5805446278643209
portrait-of-alexandra-lanskaya,1815,Russian,540,694,0.0,0.0,0.8054819293498167
portrait-of-ekaterina-semenova,1815,Russian,363,500,0.10791163800224042,0.16732072457481495,0.7430700156646682
portrait-of-ekaterina-semenova,1815,Russian,557,700,0.0,0.0,0.563647531544036
portrait-of-ekaterina-semenova,1815,Russian,1400,1796,0.32371426022616706,0.2905049094308232,0.3088244885927647
portrait-of-ekaterina-semenova,1816,Russian,363,500,0.10791163800224042,0.16732072457481495,0.7430700156646682
portrait-of-ekaterina-semenova,1816,Russian,557,700,0.0,0.0,0.563647531544036
portrait-of-ekaterina-semenova,1816,Russian,1400,1796,0.32371426022616706,0.2905049094308232,0.3088244885927647
portrait-of-ekaterina-semenova,,Russian,363,500,0.10791163800224042,0.16732072457481495,0.7430700156646682
portrait-of-ekaterina-semenova,,Russian,557,700,0.0,0.0,0.563647531544036
portrait-of-ekaterina-semenova,,Russian,1400,1796,0.32371426022616706,0.2905049094308232,0.3088244885927647
portrait-of-ekaterina-semenova-1815-1,,Russian,360,483,0.18088705574173858,0.11722517314824211,0.780580702490336
portrait-of-konstantin-batyushkov-1815-1,,Russian,741,928,0.4932729346247534,0.11763838391396825,0.5717951740470958
francois-louis-duval,1816,Russian,304,350,0.1563463056209316,0.3518671089843402,0.736761683620817
ivan-krylov-and-anna-fuhrman-in-the-living-room,1816,Russian,487,400,0.0,0.0,0.7648404195353705
knitting-two-women-at-the-table,1816,Russian,782,641,0.0,0.0,0.8850330080602049
portrait-of-anna-furman,1816,Russian,766,881,0.1947066698623581,0.42060121921592736,0.47126434597453254
portrait-of-e-dumont,1816,Russian,626,700,0.0,0.0,0.5072970888035726
portrait-of-ivan-krylov,1816,Russian,557,699,0.0,0.0,0.7101660701111723
portrait-of-jean-francois-duval,1816,Russian,565,700,0.0,0.0,0.5299246325078703
portrait-of-m-a-kikina,1816,Russian,531,697,0.08278377385787443,0.36046196286087245,0.8589177787854355
portrait-of-vasily-zhukovsky,1816,Russian,847,936,0.44153209726307313,0.2904439607105221,0.43569423248567607
sketches-of-the-heads,1816,Russian,787,641,0.0,0.0,0.8461195988761891
apollo-in-a-chariot,1817,Russian,909,638,0.0,0.0,0.8336466236211181
portrait-of-elizabeth-khitrovo,1817,Russian,942,1130,0.0,0.0,0.5105626345384368
portrait-of-prince-e-g-gagarin-as-a-child,1817,Russian,600,691,0.12057373792815149,0.3007929211125386,0.25481058993785644
tiburtine-sibyl,1817,Russian,574,645,0.0,0.0,0.9055624669985217
tiburtine-sibyl,1817,Russian,776,1138,0.1510171113161587,0.5262865270139528,0.38967621373554423
tiburtine-sibyl,1830,Russian,574,645,0.0,0.0,0.9055624669985217
tiburtine-sibyl,1830,Russian,776,1138,0.1510171113161587,0.5262865270139528,0.38967621373554423
young-gardener,1817,Russian,1600,1992,0.4389555258872215,0.3081307459665602,0.34884977040515036
portrait-of-the-abbot-sartori,1818,Russian,583,700,0.0,0.0,0.8591869639794169
a-gypsy-with-a-branch-of-myrtle,1819,Russian,800,1003,0.1427407688076541,0.8484468609238126,0.34364954645866325
girl-wearing-the-poppy-wreath,1819,Russian,1000,992,0.49980986100602875,0.3586170083055333,0.42167401565464896
john-the-baptist-baptizing-people,1819,Russian,828,639,0.0,0.0,0.5857047434428173
portrait-of-grand-duke-michael-pavlovich-of-russia,1819,Russian,585,750,0.0,0.0,0.7817096072845093
portrait-of-grand-duke-michael-pavlovich-of-russia,1819,Russian,342,392,0.3037163003288398,0.2557108483173762,0.508432993080273
portrait-of-grand-duke-michael-pavlovich-of-russia,,Russian,585,750,0.0,0.0,0.7817096072845093
portrait-of-grand-duke-michael-pavlovich-of-russia,,Russian,342,392,0.3037163003288398,0.2557108483173762,0.508432993080273
portrait-of-the-prince-aleksandr-mikhailovich-golitsyn,1819,Russian,725,1000,0.2903333214343416,0.4287040021453847,0.4534857606490873
portrait-of-the-princess-s-s-scherbatova,1819,Russian,899,1138,0.21091705638539102,0.08493057252666282,0.8162143087488883
anacreon-s-grave,1820,Russian,784,639,0.0,0.0,0.7888917773682241
anna-de-sagyur,,Russian,598,632,0.14229831417896374,0.43496608144424653,0.422701997059778
equestrian-portrait-of-alexander-i,1820,Russian,1195,1476,0.25405525616278796,0.17068774690496957,0.5035765243040893
faun-with-a-pipe,1820,Russian,732,1054,0.1245741764606538,0.08417947237170396,0.6406841752887219
female-portrait,,Russian,782,1000,0.07270313014481715,0.2784800224936515,0.6511316182739083
female-portrait,,Russian,782,1000,0.07270313014481715,0.2784800224936515,0.6511316182739083
portrait-of-the-italian-landscape-painter-gregorio-fidanza,,Russian,600,827,0.08162772223882095,0.8163545564008198,0.3392068900111435
portrait-of-young-man,,Russian,508,600,0.10798188362677388,0.3643753471856732,0.682783477432968
the-family-of-satyrs,,Russian,805,641,0.0,0.0,0.8846870650858191
portrait-of-the-abbot-skarpellini,1821,Russian,579,709,0.0,0.0,0.8672871558790357
cher-de-angelis,1822,Russian,543,641,0.10495666112171255,0.1530073983018081,0.8076173386010299
portrait-of-ekaterina-petrovna-rostopchina,1822,Russian,554,701,0.0,0.0,0.839513312444771
e-komarovsky,1823,Russian,2697,3356,0.1400214521929496,0.34803120641350216,0.5806011061357189
portrait-of-johann-wolfgang-von-goethe,1823,Russian,908,1130,0.21486205172589154,0.15310656323188726,0.892687549543228
portrait-of-johann-wolfgang-von-goethe,1823,Russian,422,591,0.18956183533134158,0.01846231498532624,0.68032506304099
portrait-of-johann-wolfgang-von-goethe,,Russian,908,1130,0.21486205172589154,0.15310656323188726,0.892687549543228
portrait-of-johann-wolfgang-von-goethe,,Russian,422,591,0.18956183533134158,0.01846231498532624,0.68032506304099
portrait-of-p-gagarin,1823,Russian,524,640,0.1838053155545259,0.15344886096047106,0.6826081775744648
portrait-of-sophie-rostopchine,1823,Russian,458,600,0.264382878542267,0.16264641011337191,0.8271706339013043
s-f-mochalov,1823,Russian,400,559,0.1067562804171873,0.29736650996259284,0.374422708618331
flood-in-st-petersburg,1824,Russian,800,1133,0.0,0.0,0.6979898326497412
portrait-of-adam-mickiewicz,1824,Russian,454,599,0.16658128279879422,0.21913399840214035,0.8072012999120498
portrait-of-adam-mickiewicz,1825,Russian,454,599,0.16658128279879422,0.21913399840214035,0.8072012999120498
portrait-of-an-unknown-woman-in-a-turban,1824,Russian,473,652,0.0719463938614054,0.13586937515822145,0.9335005235183996
portrait-of-count-dmitri-nikolaevich-sheremetev,1824,Russian,913,1136,0.5532878082870929,0.2904884156307824,0.4375983031319371
portrait-of-count-sergei-petrovich-buturlin,1824,Russian,657,800,0.0,0.0,0.7256837974154654
adam-mickiewicz,1825,Russian,429,550,0.22663371133867047,0.0695140634526546,0.6097632183621489
alexander-semyonovich-shishkov,1825,Russian,352,415,0.12562050352282056,0.3666687731070782,0.8613353950561605
portrait-of-alexander-shishkov,1825,Russian,886,1120,0.22869880706225915,0.6171503527679595,0.30483980894841
portrait-of-v-s-sheremetev,1825,Russian,562,638,0.6123510401037959,0.3750482703753529,0.2729124490412415
male-portrait,1826,Russian,550,684,0.48388184981088467,0.1849196488042724,0.3028461185643848
male-portrait,1826,Russian,855,1000,0.2162875417728923,0.2684839633787038,0.5780635798646944
male-portrait,,Russian,550,684,0.48388184981088467,0.1849196488042724,0.3028461185643848
male-portrait,,Russian,855,1000,0.2162875417728923,0.2684839633787038,0.5780635798646944
male-portrait-1826-1,,Russian,612,800,0.45993591678210183,0.22214260907599565,0.25597749263103936
portrait-of-athanasius-shishmarev,1826,Russian,609,880,0.49683797959153814,0.3115615427740263,0.45521574774110274
portrait-of-dmitry-nikolaevich-filosofov,1826,Russian,582,644,0.5602765070435674,0.3997372885189696,0.5550532434698069
portrait-of-olimpiada-aleksandrovna-ryumina,1826,Russian,619,702,0.23399555598449737,0.12352790374929475,0.5484971778455893
portrait-of-prince-nikita-petrovich-trubetskoy,1826,Russian,884,1120,0.14902203714618287,0.3578633260612671,0.4269687060344503
dreamer,,Russian,550,719,0.5334821299381178,0.42336446500040126,0.2944768109797972
poor-lisa,1827,Russian,1200,1440,0.09093802731443619,0.583998812469965,0.303337186819172
portrait-of-a-shishmarev,1827,Russian,541,696,0.0,0.0,0.4868192276591942
portrait-of-grigory-grigorievich-kushelev,1827,Russian,585,640,0.0,0.0,0.6819087271660803
portrait-of-grigory-grigorievich-kushelev-1827-1,,Russian,462,600,0.4819848665455855,0.37695047471670295,0.3331768242650595
portrait-of-m-m-cherkasov,1827,Russian,500,639,0.5790452592092941,0.22823391304218246,0.3368801129215379
portrait-of-m-v-shishmarev,1827,Russian,674,1120,0.10936995789984509,0.49831823974766004,0.2981657492373805
portrait-of-portrait-of-k-i-albrekht,1827,Russian,754,1100,0.2928792583702547,0.39062888613692015,0.4054503184442332
portrait-of-anna-olenina,1828,Russian,546,700,0.13791048341554651,0.1313300799288193,0.7408109602815484
portrait-of-ekaterina-aleksandrovna-telesheva,1828,Russian,566,697,0.0,0.0,0.8341913821158095
portrait-of-ekaterina-aleksandrovna-telesheva-1828-1,,Russian,776,955,0.16432630618792365,0.4325812037596377,0.464615526677017
portrait-of-nimfodora-semenova,1828,Russian,762,1000,0.4825211640055672,0.37986051875647747,0.45571006124234453
portrait-v-p-orlov-davydov,1828,Russian,534,628,0.2485639219713065,0.21060533023016956,0.7329185628305569
self-portrait-1828-1,,Russian,710,1140,0.0,0.0,0.7044934906999618
neapolitan-boys-fishermen,1829,Russian,1000,873,0.3018748777414304,0.29536886816084934,0.4256122049277903
portrait-of-a-young-girl,1829,Russian,756,1131,0.0,0.0,0.6584106308469617
portrait-of-a-young-girl,1891,Russian,756,1131,0.0,0.0,0.6584106308469617
portrait-of-an-unknown-woman-with-a-kerchief-on-her-neck,1829,Russian,745,936,0.11641088653252495,0.14693119329463233,0.7710673581656606
portrait-of-countess-sophia-alexandrovna-golenischev-kutuzova,1829,Russian,711,1000,0.4322957961490858,0.06118246229071425,0.7078905821681697
portrait-of-dr-mazaroni,1829,Russian,746,1000,0.19410918699056492,0.47319231969303854,0.36481525521736846
portrait-of-lieutenant-commander-nikolay-epanchin,1829,Russian,859,1100,0.12458443525034948,0.26939798564436673,0.8745386481399633
portrait-of-p-basin,1829,Russian,600,725,0.09978095454559482,0.6864262030430379,0.28462948839305835
portrait-of-zinaida-volkonskaya,1829,Russian,428,550,0.1099023189457943,0.6189536871087923,0.4426919386276175
fortune-teller-with-a-candle,1830,Russian,777,1000,0.32073910053299515,0.3984843041610753,0.19222183864536807
portrait-of-a-o-smirnova,1830,Russian,1400,1747,0.14314732174405884,0.3835550442675231,0.29896666394090565
view-of-mount-vesuvius-in-winter,1830,Russian,780,615,0.27077894127775515,0.1619069616297705,0.5170631236025783
neapolitan-girl-with-the-fruits,1831,Russian,1000,973,0.47383258712654064,0.287511879945223,0.5889196380710561
portrait-of-the-sculptor-bertel-thorvaldsen,1831,Russian,1400,1860,0.5812226713451879,0.3299496105671228,0.25006372247823855
readers-of-newspapers-in-naples,1831,Russian,1000,831,0.11633454548810046,0.4505891689695528,0.44729069158349244
portrait-of-the-prince-f-a-golitsyn,1833,Russian,552,700,0.24304016250439064,0.39198731643142715,0.35780193236714963
italian-peasant-girls,1834,Russian,465,600,0.07686893487540059,0.3954484273804611,0.7323611075971609
portrait-of-prince-pyotr-andreyevich-vyazemsky,1835,Russian,738,915,0.1085330332577947,0.2324229682727816,0.8225685876702331
portrait-of-countess-maria-alexandrovna-pototskaya-countess-sofya-alexandrovna-shuvalova-with-a,1836,Russian,1200,937,0.6267308197133857,0.31220644484125126,0.34014060309289135
young-italian,,Russian,593,800,0.13811157785190353,0.21585448633556614,0.7241136709321166
alexander-pushkin,,Russian,450,538,0.09662788830533349,0.19946507046738643,0.5742456933206989
alexander-samoilovich-figner,,Russian,400,500,0.0,0.0,0.526131431372549
apprentice,,Russian,1118,1374,0.41865361136315676,0.3251783116896038,0.5397078085048146
dark-haired-beautiful-woman-in-an-ermine-mantle,,Russian,382,480,0.09378101685277947,0.53289105954034,0.37469807600177935
dmitry-donskoy-after-the-battle-of-kulikovo-detail,,Russian,1005,1227,0.5248761108818306,0.4508512451341777,0.4771252833424647
dmitry-donskoy-after-the-battle-of-kulikovo-detail-1,,Russian,995,1238,0.32989675712100935,0.2653223319053777,0.43126117457317314
great-prince-nikolay-pavlovich,,Russian,502,800,0.24243031165508996,0.15098624434313263,0.5272090266385439
ivan-kozlov,,Russian,445,631,0.0,0.0,0.6471371306050154
landscape,,Russian,1000,718,0.15698961910182913,0.33490248444264153,0.43168634005134104
landscape,,Russian,1000,718,0.15698961910182913,0.33490248444264153,0.43168634005134104
nikolay-ivanovich-gnedich,,Russian,393,500,0.0858564665101491,0.5110885559827092,0.4150881005837449
orlovsky-alexander-osipovich,,Russian,550,355,0.0,0.0,0.6827129220958551
portrait-of-a-man-1,,Russian,425,552,0.7511441219773985,0.31401094434898447,0.33528343613660305
portrait-of-a-man-2,,Russian,382,500,0.10713554917717806,0.06404598489794876,0.7935031926906888
portrait-of-andrey-yakovlevich-italinsky,,Russian,550,602,0.12000366435406214,0.3651435759048312,0.8307380981991106
portrait-of-ekaterina-avdulina,,Russian,1600,2029,0.39626548763486286,0.21127307088644842,0.2897277901796497
portrait-of-golitsyna,,Russian,634,800,0.3993431107362066,0.2551088193071778,0.36536818055297837
portrait-of-ivan-aleksandrovich-annenkov,,Russian,662,881,0.31620332257364747,0.05555599151085085,0.5683913723096462
portrait-of-prince-aleksey-ivanovich-gorchakov,,Russian,435,590,0.18762802794022443,0.18242012446766478,0.8354467937184613
portrait-of-sergey-vyazmitinov,,Russian,450,581,0.1980269478574491,0.5253397732698284,0.32172321030152357
putto-with-a-globe,,Russian,909,696,0.0,0.0,0.8135399194641123
sitter-1,,Russian,399,597,0.10248983145895592,0.4176321207994085,0.818544554969715
kuzma-minin,,Russian,1000,610,0.36912721063079657,0.10998779124886628,0.5867959819993571
petersburg-patio,,Russian,806,1000,0.21174104540093555,0.32862760733219676,0.5559318834233445
portrait-of-artist-alexander-popov,,Russian,756,1000,0.43964332302993714,0.3726956415938227,0.34641437389770713
reclining-model,,Russian,1000,743,0.4692379316919941,0.47055005101933545,0.4512843902567758
portrait-of-vladimir-makovsky-in-childhood,,Russian,686,1000,0.4001294949815516,0.3681895356418401,0.36363347053106954
portrait-of-e-makovsky-artist-s-father,,Russian,739,1000,0.29414640904064454,0.3455927086420772,0.19702521160020173
portrait-of-nikolay-nekrasov,,Russian,743,1000,0.36934740100689395,0.22469782460892848,0.39865361940200034
self-portrait-1,,Russian,747,1000,0.3519080617477012,0.4141667425934774,0.3095262671601438
meeting-of-isaac-and-eleazar,,Russian,1000,841,0.3977810379122317,0.40248001305382153,0.4705174512135414
model-2,,Russian,792,1000,0.3185100365168412,0.44681704196703825,0.39443500693206573
egor-ivanovich-makovsky,,Russian,1237,1449,0.452860539066546,0.21559220578648428,0.34079492336888434
christ-among-the-teachers,,Russian,701,1000,0.2686815216477127,0.3102896489463578,0.4583319907135463
female-portrait-7,,Russian,831,1000,0.3116704366687145,0.21999820721465732,0.5333709492461245
portrait-of-alexander-ii-of-russia,,Russian,739,1000,0.5261783129383798,0.43035802115934946,0.30278220701000297
portrait-of-an-old-man,,Russian,789,1000,0.30708882710622604,0.4906261573379462,0.3849067670667758
portrait-of-the-girl-zhenia,,Russian,808,1000,0.1944668344352589,0.2392322164340126,0.6294650359153561
still-life-1,,Russian,768,1600,0.5382338400249483,0.3492956880806916,0.43285120187397863
charon-carries-dead-souls-across-the-river-styx,,Russian,812,1000,0.16303095550884067,0.41760217878009537,0.47228215493093795
sewer,,Russian,1000,797,0.6424967889977519,0.4634942374837979,0.369837168794745
dmitri-the-pretender-s-agents-murder-the-son-of-boris-godunov,,Russian,743,1000,0.3355260750960395,0.34770453835561504,0.23722293827355978
by-the-toilet,,Russian,826,1000,0.27635806917632433,0.3658157842747404,0.5728397094430991
portrait-of-artist-alexander-popov-1,,Russian,865,1000,0.23657077317037603,0.3997036357632126,0.26887676300578056
portrait-of-the-count-nikolay-muravyov-amursky,,Russian,1400,1774,0.21993267281705375,0.22880786889851723,0.37283290069127967
satyr-and-nymph,,Russian,758,1000,0.4223934355533218,0.37699846114992774,0.389656298825599
lady-in-black,,Russian,808,1000,0.30946968743353426,0.2950582107909841,0.44606212385944477
portrait-of-o-makovskaya,,Russian,867,1000,0.14641650401100445,0.4560146322897689,0.4323541398104803
portrait-of-princess-s-stroganova,,Russian,683,1000,0.35548568271326514,0.4003237860564967,0.3226329515114977
widow,,Russian,692,1000,0.46521871606677,0.3139887895276644,0.23658728323699427
date,,Russian,802,1000,0.4700864719122981,0.342686693743372,0.31038641631216074
cairo,,Russian,733,1000,0.34270305808554785,0.26994954039352226,0.612770157558248
herring-dish,,Russian,722,1000,0.5290574771155633,0.4644080176341732,0.251569072836891
household-conversation,,Russian,1000,834,0.40353761835152424,0.42267475576999086,0.4203696007899563
portrait-of-artist-k-bornikov,,Russian,837,1000,0.34072550631083875,0.28884370321208863,0.5526858903178954
portrait-of-v-makovsky-artist-s-brother,,Russian,830,1000,0.14579743771929032,0.3135596615086633,0.37292930309473177
fair-booths-on-admiralty-square-st-petersburg,1869,Russian,1200,816,0.1789929397900406,0.31439094145329877,0.4250742182493912
fair-booths-on-admiralty-square-st-petersburg,1869,Russian,1000,777,0.33180273437112756,0.33781200326123223,0.48268601710954634
fair-booths-on-admiralty-square-st-petersburg,,Russian,1200,816,0.1789929397900406,0.31439094145329877,0.4250742182493912
fair-booths-on-admiralty-square-st-petersburg,,Russian,1000,777,0.33180273437112756,0.33781200326123223,0.48268601710954634
ivan-iii-of-russia,,Russian,717,1000,0.1417141626444725,0.04096677253981738,0.5772976618262365
arab-boy-with-an-orange,,Russian,711,1000,0.07710437546296774,0.47748693255460767,0.5315457543917705
bacchante,,Russian,820,1000,0.20163454082283666,0.28521021108758093,0.7188537207077954
cairene-1,,Russian,792,1000,0.21049681444693838,0.26946325235122626,0.7381978906714203
cairo-1,,Russian,765,1000,0.12143628474732295,0.4896003685841612,0.30709752659233625
children-in-a-field,,Russian,750,1000,0.2610303970701767,0.29177294751883126,0.581024888888889
girl-in-a-kerchief-portrait-of-the-girl,,Russian,713,1000,0.33547115111463727,0.4551572130463451,0.4659945714049996
girl-in-burnous,,Russian,759,1000,0.20657556987124528,0.24520134574077135,0.702077041514893
girl-in-oriental-dress,,Russian,760,1000,0.2519640140841866,0.44065983581619445,0.25063794117647054
in-the-garden,,Russian,836,1000,0.39598710587024966,0.31095399271447294,0.38348785064264923
irrigation-in-egypt,,Russian,1000,777,0.2583448831615733,0.30200587361473596,0.6050711686476393
male-portrait-1,,Russian,787,1000,0.5537377143826159,0.35181417744985743,0.17846479806662177
negress,,Russian,738,1000,0.23127989463908677,0.36985907847166877,0.6205695945586907
oriental-motif,,Russian,693,1000,0.1572508893893288,0.38681495255602844,0.545367988003282
portrait-of-children-stasovy,,Russian,730,1000,0.3225233472542073,0.4270148239270578,0.3070491270480795
portrait-of-ossip-petrov,1870,Russian,810,1000,0.3724697292628637,0.2828607055031134,0.18464622125393365
prince-oscar-bernadotte-duke-of-ostgotlandiya,1870,Russian,740,1000,0.4017069437402,0.47584349033688284,0.2537407737148914
summer-day,,Russian,1000,694,0.2853414613121216,0.3327032659465781,0.4900238006441767
woman-with-rake,,Russian,672,1000,0.14590434822369994,0.49656413144905853,0.337313988095238
young-italian-with-sour-oranges,,Russian,820,1000,0.3192293623727058,0.3429502559838003,0.6549148493543758
