name,year,nationality,width,height,mean_hue,mean_saturation,mean_brightness
after-the-battle-of-kulikovo,,Russian,900,478,0.27900629197686816,0.23615169022570875,0.568698033746274
apollo-and-diana-beating-children-niobe,,Russian,1000,550,0.25985783531670215,0.38846899773868765,0.4062601069518717
herd,,Russian,763,550,0.15376830162199842,0.4630071339199095,0.6390644024081693
misha-serov,,Russian,672,1000,0.11917820765330735,0.041439307871201744,0.7901189133986932
portrait-of-leo-bakst,,Russian,679,1000,0.24628398335258794,0.2926303592133619,0.7749004418262151
portrait-of-paolo-troubetzkoy,,Russian,300,470,0.07809773981923578,0.1916223553905102,0.6435991656236961
portrait-of-the-artist-vasily-surikov,,Russian,733,1000,0.4391088918920576,0.3698271456501613,0.3340185592381565
quartet,,Russian,1000,608,0.0,0.0,0.8828697948916407
sofia-vladimirovna-born-glebova,,Russian,332,480,0.19280142046442092,0.38147236954086894,0.6256445143318374
terrace-in-vvedensk,,Russian,696,577,0.2216193992706355,0.31037464121603875,0.5221906420290382
the-wolf-and-the-crane,,Russian,1000,658,0.19866026471839543,0.008523179460526371,0.8045938792538293
trishka-s-coat,,Russian,1000,690,0.1503028972000892,0.03155341074392578,0.8377725774367721
monk-christopher-with-christ-near-the-river,1917,Russian,561,650,0.10836928344181428,0.6604976064938345,0.5736719766200735
portrait-of-elena-annenkova,1917,Russian,1689,1800,0.14272550931965974,0.23713955055980576,0.7229217247059344
illustration-to-aleksander-blok-s-poem-the-twelve,1918,Russian,500,560,0.0,0.0,0.7151423669467786
illustration-to-aleksander-blok-s-poem-the-twelve-1918-1,,Russian,500,550,0.09202482014726067,0.3312807750523125,0.46734007843137254
illustration-to-aleksander-blok-s-poem-the-twelve-1918-2,,Russian,500,556,0.0928685408589161,0.3063700179145734,0.676511017068698
illustration-to-aleksander-blok-s-poem-the-twelve-1918-3,,Russian,500,592,0.09970741651385907,0.33084782005109964,0.9290236089030207
illustration-to-aleksander-blok-s-poem-the-twelve-1918-4,,Russian,500,573,0.09284339143871577,0.3542909326157703,0.6142194846524996
illustration-to-aleksander-blok-s-poem-the-twelve-1918-5,,Russian,500,566,0.09723167783104822,0.3677757671661754,0.8303392503291069
illustration-to-aleksander-blok-s-poem-the-twelve-1918-6,,Russian,500,538,0.09594614834619981,0.3336752149686265,0.8576960419855675
illustration-to-aleksander-blok-s-poem-the-twelve-1918-7,,Russian,500,634,0.11143225518315882,0.2742821134923878,0.8432996845425867
portrait-of-photographer-m-a-sherling,1918,Russian,338,400,0.48509511542915,0.2743018880789471,0.4855984743009629
portrait-of-s-v-balabanov,1918,Russian,500,357,0.0,0.0,0.8401869610589334
collage,1919,Russian,580,800,0.08936448479192204,0.7210298128405963,0.6478249830966869
portrait-of-z-i-grzhebin,1919,Russian,745,900,0.2668650891308803,0.16758657587130354,0.5296926730125309
portrait-of-maxim-gorky,1920,Russian,444,553,0.09590033813974586,0.14454234757552972,0.6128579701922963
storming-the-winter-palace,1920,Russian,450,402,0.2573127333477186,0.3349090697224339,0.3814583292686892
a-buccaneer-on-the-seashore-stage-set,1921,Russian,506,324,0.36198298592696654,0.39834408204949545,0.7024270841406391
abram-efros,1921,Russian,439,600,0.0,0.0,0.6762459094495811
portrait-of-poet-anna-akhmatova,1921,Russian,385,554,0.20198090335323518,0.25139670720441176,0.673484246340479
portrait-of-poet-boris-pasternak,1921,Russian,335,491,0.26846285678298315,0.08061391546144966,0.7390093738805674
music,1922,Russian,2205,2969,0.30169802688238184,0.1568380014455315,0.49490111317158897
sergei-yesenin-russian-poet,1923,Russian,407,512,0.0,0.0,0.8386498944633137
view-of-paris-from-meudon,,Russian,600,750,0.5824901948905432,0.5989562882595563,0.331414265795207
portrait-of-kamenev,1926,Russian,426,600,0.10267934762989153,0.1764925824968848,0.8715907514805613
portrait-of-trotsky,1926,Russian,431,600,0.10422173931256794,0.16604642308787385,0.8765070136329863
portrait-of-trotsky,1926,Russian,549,742,0.07935036162231189,0.05396958091318682,0.8302583775373575
portrait-of-trotsky,,Russian,431,600,0.10422173931256794,0.16604642308787385,0.8765070136329863
portrait-of-trotsky,,Russian,549,742,0.07935036162231189,0.05396958091318682,0.8302583775373575
portrait-of-zinoviev,1926,Russian,457,600,0.09889893914491152,0.17480949883497396,0.8145180560918752
arc-de-triomphe,1929,Russian,737,1033,0.0917471538768514,0.2681452433238329,0.577913709377851
hommage-a-modigliani-nude,1930,Russian,3058,2050,0.43876481490793334,0.3100082563067812,0.5890491999253081
maurice-ravel,1932,Russian,330,512,0.0,0.0,0.8972134488265003
spire-and-trees,1945,Russian,1000,1607,0.2334773482604435,0.232003629113946,0.9019550837634367
russian-ballet-irina-grzhebina,1950,Russian,411,545,0.5025544828190829,0.15458533440975747,0.7534347974328909
adam-and-eve,,Russian,500,450,0.4348378182959191,0.3151945428825574,0.491803137254902
collage-in-gray,,Russian,400,586,0.20030414768857635,0.12611780865685726,0.3617665629391689
costume-design-for-an-officer-with-a-gun,,Russian,613,923,0.17018095304334846,0.21347117390715317,0.804166933944428
dancer-in-the-landscape,,Russian,600,641,0.12330832972305301,0.21820585029447004,0.7454955798231929
eisenstein,,Russian,485,800,0.32905567015427295,0.035993206348357086,0.718983070547807
leon-trotsky,,Russian,360,472,0.593408079752205,0.29178311855889594,0.6877152339278462
montparnasse,,Russian,1087,827,0.13055323470059416,0.39407192730200097,0.6644527523306683
paris,,Russian,1000,791,0.21315379612606522,0.24958810531812525,0.46655286681044095
portrait-of-alexander-tikhonov,,Russian,334,400,0.45857892005801953,0.1619162582492642,0.5734279382411646
portrait-of-jean-jaures,,Russian,1000,1232,0.08338367630405097,0.18080939474204452,0.9538162146676855
portrait-of-vsevolod-meyerhold,,Russian,460,500,0.08970305169631222,0.192846914713834,0.721527127024723
portrait-of-vsevolod-meyerhold-1,,Russian,650,650,0.10097895694037021,0.17504391801335664,0.7600686019259775
portrait-of-z-p-annenkova,,Russian,408,500,0.19796075588368045,0.28898601165844073,0.6879505574778934
the-intellectual,,Russian,1000,1476,0.09099379136397702,0.26041093714425767,0.7755481773739309
vladimir-mayakovsky,,Russian,475,800,0.18007584688752729,0.03563820676322001,0.7885290815273478
balinese-girl,1959,Russian,640,743,0.4348217108108228,0.46120728435673686,0.5194584256986778
balinese-girl,,Russian,640,743,0.4348217108108228,0.46120728435673686,0.5194584256986778
self-portrait,,Russian,2742,3293,0.07567762261139087,0.589599249863289,0.27161410261573526
self-portrait,,Russian,1865,2376,0.11679863965518701,0.9384786239854445,0.23150252901369975
self-portrait,,Russian,1332,1575,0.4580062316995592,0.320540388539588,0.4018536856183916
self-portrait,,Russian,512,650,0.10190599675634303,0.5486025767719587,0.2809301824095023
self-portrait,,Russian,487,599,0.2539558016614348,0.6705211024272086,0.28580345858335243
self-portrait,,Russian,306,385,0.2292851055401555,0.5262761308167644,0.20236492457945746
self-portrait,,Russian,1576,1963,0.2801514480552971,0.2412490190760431,0.4811171840287482
self-portrait,,Russian,557,716,0.1262033170640483,0.49506131033044937,0.2046577846006561
self-portrait,,Russian,521,650,0.19587997500162846,0.2629653027345623,0.2741201367598567
self-portrait,,Russian,519,800,0.5795656838482145,0.4089593420546255,0.3999776531036306
self-portrait,,Russian,600,446,0.1981389597796688,0.11291558020329427,0.318193206131481
self-portrait,,Russian,306,413,0.0,0.0,0.4570284167727133
self-portrait,,Russian,1111,1367,0.08231505316909124,0.5117765851473567,0.36602405195121684
self-portrait,1783,Russian,2742,3293,0.07567762261139087,0.589599249863289,0.27161410261573526
self-portrait,1783,Russian,1865,2376,0.11679863965518701,0.9384786239854445,0.23150252901369975
self-portrait,1783,Russian,1332,1575,0.4580062316995592,0.320540388539588,0.4018536856183916
self-portrait,1783,Russian,512,650,0.10190599675634303,0.5486025767719587,0.2809301824095023
self-portrait,1783,Russian,487,599,0.2539558016614348,0.6705211024272086,0.28580345858335243
self-portrait,1783,Russian,306,385,0.2292851055401555,0.5262761308167644,0.20236492457945746
self-portrait,1783,Russian,1576,1963,0.2801514480552971,0.2412490190760431,0.4811171840287482
self-portrait,1783,Russian,557,716,0.1262033170640483,0.49506131033044937,0.2046577846006561
self-portrait,1783,Russian,521,650,0.19587997500162846,0.2629653027345623,0.2741201367598567
self-portrait,1783,Russian,519,800,0.5795656838482145,0.4089593420546255,0.3999776531036306
self-portrait,1783,Russian,600,446,0.1981389597796688,0.11291558020329427,0.318193206131481
self-portrait,1783,Russian,306,413,0.0,0.0,0.4570284167727133
self-portrait,1783,Russian,1111,1367,0.08231505316909124,0.5117765851473567,0.36602405195121684
self-portrait,1809,Russian,2742,3293,0.07567762261139087,0.589599249863289,0.27161410261573526
self-portrait,1809,Russian,1865,2376,0.11679863965518701,0.9384786239854445,0.23150252901369975
self-portrait,1809,Russian,1332,1575,0.4580062316995592,0.320540388539588,0.4018536856183916
self-portrait,1809,Russian,512,650,0.10190599675634303,0.5486025767719587,0.2809301824095023
self-portrait,1809,Russian,487,599,0.2539558016614348,0.6705211024272086,0.28580345858335243
self-portrait,1809,Russian,306,385,0.2292851055401555,0.5262761308167644,0.20236492457945746
self-portrait,1809,Russian,1576,1963,0.2801514480552971,0.2412490190760431,0.4811171840287482
self-portrait,1809,Russian,557,716,0.1262033170640483,0.49506131033044937,0.2046577846006561
self-portrait,1809,Russian,521,650,0.19587997500162846,0.2629653027345623,0.2741201367598567
self-portrait,1809,Russian,519,800,0.5795656838482145,0.4089593420546255,0.3999776531036306
self-portrait,1809,Russian,600,446,0.1981389597796688,0.11291558020329427,0.318193206131481
self-portrait,1809,Russian,306,413,0.0,0.0,0.4570284167727133
self-portrait,1809,Russian,1111,1367,0.08231505316909124,0.5117765851473567,0.36602405195121684
self-portrait,1820,Russian,2742,3293,0.07567762261139087,0.589599249863289,0.27161410261573526
self-portrait,1820,Russian,1865,2376,0.11679863965518701,0.9384786239854445,0.23150252901369975
self-portrait,1820,Russian,1332,1575,0.4580062316995592,0.320540388539588,0.4018536856183916
self-portrait,1820,Russian,512,650,0.10190599675634303,0.5486025767719587,0.2809301824095023
self-portrait,1820,Russian,487,599,0.2539558016614348,0.6705211024272086,0.28580345858335243
self-portrait,1820,Russian,306,385,0.2292851055401555,0.5262761308167644,0.20236492457945746
self-portrait,1820,Russian,1576,1963,0.2801514480552971,0.2412490190760431,0.4811171840287482
self-portrait,1820,Russian,557,716,0.1262033170640483,0.49506131033044937,0.2046577846006561
self-portrait,1820,Russian,521,650,0.19587997500162846,0.2629653027345623,0.2741201367598567
self-portrait,1820,Russian,519,800,0.5795656838482145,0.4089593420546255,0.3999776531036306
self-portrait,1820,Russian,600,446,0.1981389597796688,0.11291558020329427,0.318193206131481
self-portrait,1820,Russian,306,413,0.0,0.0,0.4570284167727133
self-portrait,1820,Russian,1111,1367,0.08231505316909124,0.5117765851473567,0.36602405195121684
self-portrait,1828,Russian,2742,3293,0.07567762261139087,0.589599249863289,0.27161410261573526
self-portrait,1828,Russian,1865,2376,0.11679863965518701,0.9384786239854445,0.23150252901369975
self-portrait,1828,Russian,1332,1575,0.4580062316995592,0.320540388539588,0.4018536856183916
self-portrait,1828,Russian,512,650,0.10190599675634303,0.5486025767719587,0.2809301824095023
self-portrait,1828,Russian,487,599,0.2539558016614348,0.6705211024272086,0.28580345858335243
self-portrait,1828,Russian,306,385,0.2292851055401555,0.5262761308167644,0.20236492457945746
self-portrait,1828,Russian,1576,1963,0.2801514480552971,0.2412490190760431,0.4811171840287482
self-portrait,1828,Russian,557,716,0.1262033170640483,0.49506131033044937,0.2046577846006561
self-portrait,1828,Russian,521,650,0.19587997500162846,0.2629653027345623,0.2741201367598567
self-portrait,1828,Russian,519,800,0.5795656838482145,0.4089593420546255,0.3999776531036306
self-portrait,1828,Russian,600,446,0.1981389597796688,0.11291558020329427,0.318193206131481
self-portrait,1828,Russian,306,413,0.0,0.0,0.4570284167727133
self-portrait,1828,Russian,1111,1367,0.08231505316909124,0.5117765851473567,0.36602405195121684
self-portrait,,Russian,2742,3293,0.07567762261139087,0.589599249863289,0.27161410261573526
self-portrait,,Russian,1865,2376,0.11679863965518701,0.9384786239854445,0.23150252901369975
self-portrait,,Russian,1332,1575,0.4580062316995592,0.320540388539588,0.4018536856183916
self-portrait,,Russian,512,650,0.10190599675634303,0.5486025767719587,0.2809301824095023
self-portrait,,Russian,487,599,0.2539558016614348,0.6705211024272086,0.28580345858335243
self-portrait,,Russian,306,385,0.2292851055401555,0.5262761308167644,0.20236492457945746
self-portrait,,Russian,1576,1963,0.2801514480552971,0.2412490190760431,0.4811171840287482
self-portrait,,Russian,557,716,0.1262033170640483,0.49506131033044937,0.2046577846006561
self-portrait,,Russian,521,650,0.19587997500162846,0.2629653027345623,0.2741201367598567
self-portrait,,Russian,519,800,0.5795656838482145,0.4089593420546255,0.3999776531036306
self-portrait,,Russian,600,446,0.1981389597796688,0.11291558020329427,0.318193206131481
self-portrait,,Russian,306,413,0.0,0.0,0.4570284167727133
self-portrait,,Russian,1111,1367,0.08231505316909124,0.5117765851473567,0.36602405195121684
self-portrait,1881,Russian,2742,3293,0.07567762261139087,0.589599249863289,0.27161410261573526
self-portrait,1881,Russian,1865,2376,0.11679863965518701,0.9384786239854445,0.23150252901369975
self-portrait,1881,Russian,1332,1575,0.4580062316995592,0.320540388539588,0.4018536856183916
self-portrait,1881,Russian,512,650,0.10190599675634303,0.5486025767719587,0.2809301824095023
self-portrait,1881,Russian,487,599,0.2539558016614348,0.6705211024272086,0.28580345858335243
self-portrait,1881,Russian,306,385,0.2292851055401555,0.5262761308167644,0.20236492457945746
self-portrait,1881,Russian,1576,1963,0.2801514480552971,0.2412490190760431,0.4811171840287482
self-portrait,1881,Russian,557,716,0.1262033170640483,0.49506131033044937,0.2046577846006561
self-portrait,1881,Russian,521,650,0.19587997500162846,0.2629653027345623,0.2741201367598567
self-portrait,1881,Russian,519,800,0.5795656838482145,0.4089593420546255,0.3999776531036306
self-portrait,1881,Russian,600,446,0.1981389597796688,0.11291558020329427,0.318193206131481
self-portrait,1881,Russian,306,413,0.0,0.0,0.4570284167727133
self-portrait,1881,Russian,1111,1367,0.08231505316909124,0.5117765851473567,0.36602405195121684
self-portrait,1885,Russian,2742,3293,0.07567762261139087,0.589599249863289,0.27161410261573526
self-portrait,1885,Russian,1865,2376,0.11679863965518701,0.9384786239854445,0.23150252901369975
self-portrait,1885,Russian,1332,1575,0.4580062316995592,0.320540388539588,0.4018536856183916
self-portrait,1885,Russian,512,650,0.10190599675634303,0.5486025767719587,0.2809301824095023
self-portrait,1885,Russian,487,599,0.2539558016614348,0.6705211024272086,0.28580345858335243
self-portrait,1885,Russian,306,385,0.2292851055401555,0.5262761308167644,0.20236492457945746
self-portrait,1885,Russian,1576,1963,0.2801514480552971,0.2412490190760431,0.4811171840287482
self-portrait,1885,Russian,557,716,0.1262033170640483,0.49506131033044937,0.2046577846006561
self-portrait,1885,Russian,521,650,0.19587997500162846,0.2629653027345623,0.2741201367598567
self-portrait,1885,Russian,519,800,0.5795656838482145,0.4089593420546255,0.3999776531036306
self-portrait,1885,Russian,600,446,0.1981389597796688,0.11291558020329427,0.318193206131481
self-portrait,1885,Russian,306,413,0.0,0.0,0.4570284167727133
self-portrait,1885,Russian,1111,1367,0.08231505316909124,0.5117765851473567,0.36602405195121684
self-portrait,1887,Russian,2742,3293,0.07567762261139087,0.589599249863289,0.27161410261573526
self-portrait,1887,Russian,1865,2376,0.11679863965518701,0.9384786239854445,0.23150252901369975
self-portrait,1887,Russian,1332,1575,0.4580062316995592,0.320540388539588,0.4018536856183916
self-portrait,1887,Russian,512,650,0.10190599675634303,0.5486025767719587,0.2809301824095023
self-portrait,1887,Russian,487,599,0.2539558016614348,0.6705211024272086,0.28580345858335243
self-portrait,1887,Russian,306,385,0.2292851055401555,0.5262761308167644,0.20236492457945746
self-portrait,1887,Russian,1576,1963,0.2801514480552971,0.2412490190760431,0.4811171840287482
self-portrait,1887,Russian,557,716,0.1262033170640483,0.49506131033044937,0.2046577846006561
self-portrait,1887,Russian,521,650,0.19587997500162846,0.2629653027345623,0.2741201367598567
self-portrait,1887,Russian,519,800,0.5795656838482145,0.4089593420546255,0.3999776531036306
self-portrait,1887,Russian,600,446,0.1981389597796688,0.11291558020329427,0.318193206131481
self-portrait,1887,Russian,306,413,0.0,0.0,0.4570284167727133
self-portrait,1887,Russian,1111,1367,0.08231505316909124,0.5117765851473567,0.36602405195121684
self-portrait,1901,Russian,2742,3293,0.07567762261139087,0.589599249863289,0.27161410261573526
self-portrait,1901,Russian,1865,2376,0.11679863965518701,0.9384786239854445,0.23150252901369975
self-portrait,1901,Russian,1332,1575,0.4580062316995592,0.320540388539588,0.4018536856183916
self-portrait,1901,Russian,512,650,0.10190599675634303,0.5486025767719587,0.2809301824095023
self-portrait,1901,Russian,487,599,0.2539558016614348,0.6705211024272086,0.28580345858335243
self-portrait,1901,Russian,306,385,0.2292851055401555,0.5262761308167644,0.20236492457945746
self-portrait,1901,Russian,1576,1963,0.2801514480552971,0.2412490190760431,0.4811171840287482
self-portrait,1901,Russian,557,716,0.1262033170640483,0.49506131033044937,0.2046577846006561
self-portrait,1901,Russian,521,650,0.19587997500162846,0.2629653027345623,0.2741201367598567
self-portrait,1901,Russian,519,800,0.5795656838482145,0.4089593420546255,0.3999776531036306
self-portrait,1901,Russian,600,446,0.1981389597796688,0.11291558020329427,0.318193206131481
self-portrait,1901,Russian,306,413,0.0,0.0,0.4570284167727133
self-portrait,1901,Russian,1111,1367,0.08231505316909124,0.5117765851473567,0.36602405195121684
self-portrait,,Russian,2742,3293,0.07567762261139087,0.589599249863289,0.27161410261573526
self-portrait,,Russian,1865,2376,0.11679863965518701,0.9384786239854445,0.23150252901369975
self-portrait,,Russian,1332,1575,0.4580062316995592,0.320540388539588,0.4018536856183916
self-portrait,,Russian,512,650,0.10190599675634303,0.5486025767719587,0.2809301824095023
self-portrait,,Russian,487,599,0.2539558016614348,0.6705211024272086,0.28580345858335243
self-portrait,,Russian,306,385,0.2292851055401555,0.5262761308167644,0.20236492457945746
self-portrait,,Russian,1576,1963,0.2801514480552971,0.2412490190760431,0.4811171840287482
self-portrait,,Russian,557,716,0.1262033170640483,0.49506131033044937,0.2046577846006561
self-portrait,,Russian,521,650,0.19587997500162846,0.2629653027345623,0.2741201367598567
self-portrait,,Russian,519,800,0.5795656838482145,0.4089593420546255,0.3999776531036306
self-portrait,,Russian,600,446,0.1981389597796688,0.11291558020329427,0.318193206131481
self-portrait,,Russian,306,413,0.0,0.0,0.4570284167727133
self-portrait,,Russian,1111,1367,0.08231505316909124,0.5117765851473567,0.36602405195121684
self-portrait,1910,Russian,2742,3293,0.07567762261139087,0.589599249863289,0.27161410261573526
self-portrait,1910,Russian,1865,2376,0.11679863965518701,0.9384786239854445,0.23150252901369975
self-portrait,1910,Russian,1332,1575,0.4580062316995592,0.320540388539588,0.4018536856183916
self-portrait,1910,Russian,512,650,0.10190599675634303,0.5486025767719587,0.2809301824095023
self-portrait,1910,Russian,487,599,0.2539558016614348,0.6705211024272086,0.28580345858335243
self-portrait,1910,Russian,306,385,0.2292851055401555,0.5262761308167644,0.20236492457945746
self-portrait,1910,Russian,1576,1963,0.2801514480552971,0.2412490190760431,0.4811171840287482
self-portrait,1910,Russian,557,716,0.1262033170640483,0.49506131033044937,0.2046577846006561
self-portrait,1910,Russian,521,650,0.19587997500162846,0.2629653027345623,0.2741201367598567
self-portrait,1910,Russian,519,800,0.5795656838482145,0.4089593420546255,0.3999776531036306
self-portrait,1910,Russian,600,446,0.1981389597796688,0.11291558020329427,0.318193206131481
self-portrait,1910,Russian,306,413,0.0,0.0,0.4570284167727133
self-portrait,1910,Russian,1111,1367,0.08231505316909124,0.5117765851473567,0.36602405195121684
self-portrait,1950,Russian,2742,3293,0.07567762261139087,0.589599249863289,0.27161410261573526
self-portrait,1950,Russian,1865,2376,0.11679863965518701,0.9384786239854445,0.23150252901369975
self-portrait,1950,Russian,1332,1575,0.4580062316995592,0.320540388539588,0.4018536856183916
self-portrait,1950,Russian,512,650,0.10190599675634303,0.5486025767719587,0.2809301824095023
self-portrait,1950,Russian,487,599,0.2539558016614348,0.6705211024272086,0.28580345858335243
self-portrait,1950,Russian,306,385,0.2292851055401555,0.5262761308167644,0.20236492457945746
self-portrait,1950,Russian,1576,1963,0.2801514480552971,0.2412490190760431,0.4811171840287482
self-portrait,1950,Russian,557,716,0.1262033170640483,0.49506131033044937,0.2046577846006561
self-portrait,1950,Russian,521,650,0.19587997500162846,0.2629653027345623,0.2741201367598567
self-portrait,1950,Russian,519,800,0.5795656838482145,0.4089593420546255,0.3999776531036306
self-portrait,1950,Russian,600,446,0.1981389597796688,0.11291558020329427,0.318193206131481
self-portrait,1950,Russian,306,413,0.0,0.0,0.4570284167727133
self-portrait,1950,Russian,1111,1367,0.08231505316909124,0.5117765851473567,0.36602405195121684
self-portrait,,French,2742,3293,0.07567762261139087,0.589599249863289,0.27161410261573526
self-portrait,,French,1865,2376,0.11679863965518701,0.9384786239854445,0.23150252901369975
self-portrait,,French,1332,1575,0.4580062316995592,0.320540388539588,0.4018536856183916
self-portrait,,French,512,650,0.10190599675634303,0.5486025767719587,0.2809301824095023
self-portrait,,French,487,599,0.2539558016614348,0.6705211024272086,0.28580345858335243
self-portrait,,French,306,385,0.2292851055401555,0.5262761308167644,0.20236492457945746
self-portrait,,French,1576,1963,0.2801514480552971,0.2412490190760431,0.4811171840287482
self-portrait,,French,557,716,0.1262033170640483,0.49506131033044937,0.2046577846006561
self-portrait,,French,521,650,0.19587997500162846,0.2629653027345623,0.2741201367598567
self-portrait,,French,519,800,0.5795656838482145,0.4089593420546255,0.3999776531036306
self-portrait,,French,600,446,0.1981389597796688,0.11291558020329427,0.318193206131481
self-portrait,,French,306,413,0.0,0.0,0.4570284167727133
self-portrait,,French,1111,1367,0.08231505316909124,0.5117765851473567,0.36602405195121684
self-portrait,,French,2742,3293,0.07567762261139087,0.589599249863289,0.27161410261573526
self-portrait,,French,1865,2376,0.11679863965518701,0.9384786239854445,0.23150252901369975
self-portrait,,French,1332,1575,0.4580062316995592,0.320540388539588,0.4018536856183916
self-portrait,,French,512,650,0.10190599675634303,0.5486025767719587,0.2809301824095023
self-portrait,,French,487,599,0.2539558016614348,0.6705211024272086,0.28580345858335243
self-portrait,,French,306,385,0.2292851055401555,0.5262761308167644,0.20236492457945746
self-portrait,,French,1576,1963,0.2801514480552971,0.2412490190760431,0.4811171840287482
self-portrait,,French,557,716,0.1262033170640483,0.49506131033044937,0.2046577846006561
self-portrait,,French,521,650,0.19587997500162846,0.2629653027345623,0.2741201367598567
self-portrait,,French,519,800,0.5795656838482145,0.4089593420546255,0.3999776531036306
self-portrait,,French,600,446,0.1981389597796688,0.11291558020329427,0.318193206131481
self-portrait,,French,306,413,0.0,0.0,0.4570284167727133
self-portrait,,French,1111,1367,0.08231505316909124,0.5117765851473567,0.36602405195121684
self-portrait,1793,French,2742,3293,0.07567762261139087,0.589599249863289,0.27161410261573526
self-portrait,1793,French,1865,2376,0.11679863965518701,0.9384786239854445,0.23150252901369975
self-portrait,1793,French,1332,1575,0.4580062316995592,0.320540388539588,0.4018536856183916
self-portrait,1793,French,512,650,0.10190599675634303,0.5486025767719587,0.2809301824095023
self-portrait,1793,French,487,599,0.2539558016614348,0.6705211024272086,0.28580345858335243
self-portrait,1793,French,306,385,0.2292851055401555,0.5262761308167644,0.20236492457945746
self-portrait,1793,French,1576,1963,0.2801514480552971,0.2412490190760431,0.4811171840287482
self-portrait,1793,French,557,716,0.1262033170640483,0.49506131033044937,0.2046577846006561
self-portrait,1793,French,521,650,0.19587997500162846,0.2629653027345623,0.2741201367598567
self-portrait,1793,French,519,800,0.5795656838482145,0.4089593420546255,0.3999776531036306
self-portrait,1793,French,600,446,0.1981389597796688,0.11291558020329427,0.318193206131481
self-portrait,1793,French,306,413,0.0,0.0,0.4570284167727133
self-portrait,1793,French,1111,1367,0.08231505316909124,0.5117765851473567,0.36602405195121684
self-portrait,1781,French,2742,3293,0.07567762261139087,0.589599249863289,0.27161410261573526
self-portrait,1781,French,1865,2376,0.11679863965518701,0.9384786239854445,0.23150252901369975
self-portrait,1781,French,1332,1575,0.4580062316995592,0.320540388539588,0.4018536856183916
self-portrait,1781,French,512,650,0.10190599675634303,0.5486025767719587,0.2809301824095023
self-portrait,1781,French,487,599,0.2539558016614348,0.6705211024272086,0.28580345858335243
self-portrait,1781,French,306,385,0.2292851055401555,0.5262761308167644,0.20236492457945746
self-portrait,1781,French,1576,1963,0.2801514480552971,0.2412490190760431,0.4811171840287482
self-portrait,1781,French,557,716,0.1262033170640483,0.49506131033044937,0.2046577846006561
self-portrait,1781,French,521,650,0.19587997500162846,0.2629653027345623,0.2741201367598567
self-portrait,1781,French,519,800,0.5795656838482145,0.4089593420546255,0.3999776531036306
self-portrait,1781,French,600,446,0.1981389597796688,0.11291558020329427,0.318193206131481
self-portrait,1781,French,306,413,0.0,0.0,0.4570284167727133
self-portrait,1781,French,1111,1367,0.08231505316909124,0.5117765851473567,0.36602405195121684
self-portrait,1790,French,2742,3293,0.07567762261139087,0.589599249863289,0.27161410261573526
self-portrait,1790,French,1865,2376,0.11679863965518701,0.9384786239854445,0.23150252901369975
self-portrait,1790,French,1332,1575,0.4580062316995592,0.320540388539588,0.4018536856183916
self-portrait,1790,French,512,650,0.10190599675634303,0.5486025767719587,0.2809301824095023
self-portrait,1790,French,487,599,0.2539558016614348,0.6705211024272086,0.28580345858335243
self-portrait,1790,French,306,385,0.2292851055401555,0.5262761308167644,0.20236492457945746
self-portrait,1790,French,1576,1963,0.2801514480552971,0.2412490190760431,0.4811171840287482
self-portrait,1790,French,557,716,0.1262033170640483,0.49506131033044937,0.2046577846006561
self-portrait,1790,French,521,650,0.19587997500162846,0.2629653027345623,0.2741201367598567
self-portrait,1790,French,519,800,0.5795656838482145,0.4089593420546255,0.3999776531036306
self-portrait,1790,French,600,446,0.1981389597796688,0.11291558020329427,0.318193206131481
self-portrait,1790,French,306,413,0.0,0.0,0.4570284167727133
self-portrait,1790,French,1111,1367,0.08231505316909124,0.5117765851473567,0.36602405195121684
self-portrait,1800,French,2742,3293,0.07567762261139087,0.589599249863289,0.27161410261573526
self-portrait,1800,French,1865,2376,0.11679863965518701,0.9384786239854445,0.23150252901369975
self-portrait,1800,French,1332,1575,0.4580062316995592,0.320540388539588,0.4018536856183916
self-portrait,1800,French,512,650,0.10190599675634303,0.5486025767719587,0.2809301824095023
self-portrait,1800,French,487,599,0.2539558016614348,0.6705211024272086,0.28580345858335243
self-portrait,1800,French,306,385,0.2292851055401555,0.5262761308167644,0.20236492457945746
self-portrait,1800,French,1576,1963,0.2801514480552971,0.2412490190760431,0.4811171840287482
self-portrait,1800,French,557,716,0.1262033170640483,0.49506131033044937,0.2046577846006561
self-portrait,1800,French,521,650,0.19587997500162846,0.2629653027345623,0.2741201367598567
self-portrait,1800,French,519,800,0.5795656838482145,0.4089593420546255,0.3999776531036306
self-portrait,1800,French,600,446,0.1981389597796688,0.11291558020329427,0.318193206131481
self-portrait,1800,French,306,413,0.0,0.0,0.4570284167727133
self-portrait,1800,French,1111,1367,0.08231505316909124,0.5117765851473567,0.36602405195121684
self-portrait,1790,French,2742,3293,0.07567762261139087,0.589599249863289,0.27161410261573526
self-portrait,1790,French,1865,2376,0.11679863965518701,0.9384786239854445,0.23150252901369975
self-portrait,1790,French,1332,1575,0.4580062316995592,0.320540388539588,0.4018536856183916
self-portrait,1790,French,512,650,0.10190599675634303,0.5486025767719587,0.2809301824095023
self-portrait,1790,French,487,599,0.2539558016614348,0.6705211024272086,0.28580345858335243
self-portrait,1790,French,306,385,0.2292851055401555,0.5262761308167644,0.20236492457945746
